ABL1	NCBIGene:25	
AKT1	NCBIGene:207	
AKT2	NCBIGene:208	
AKT3	NCBIGene:10000	
ALK	NCBIGene:238	
ASXL1	NCBIGene:171023	
ATM	NCBIGene:472	
BCOR	NCBIGene:54880	
BRAF	NCBIGene:673	
CBL	NCBIGene:867	
CBLB	NCBIGene:868	
CDK4	NCBIGene:1019	
CDKN2A	NCBIGene:1029	
CEBPA	NCBIGene:1050	
CREBBP	NCBIGene:1387	
CRLF2	NCBIGene:64109	
CSF3R	NCBIGene:1441	
DDR2	NCBIGene:4921	
DNMT3A	NCBIGene:1788	
EGFR	NCBIGene:1956	
ERBB2	NCBIGene:2064	
ETV6	NCBIGene:2120	
EZH2	NCBIGene:2146	
FBXW7	NCBIGene:55294	
FGFR1	NCBIGene:2260	
FGFR3	NCBIGene:2261	
FLT3	NCBIGene:2322	
GATA1	NCBIGene:2623	
GATA2	NCBIGene:2624	
GNA11	NCBIGene:2767	
GNAQ	NCBIGene:2776	
GNAS	NCBIGene:2778	
HRAS	NCBIGene:3265	
IDH1	NCBIGene:3417	
IDH2	NCBIGene:3418	
IKZF1	NCBIGene:10320	
IL7R	NCBIGene:3575	
JAK1	NCBIGene:3716	
JAK2	NCBIGene:3717	
JAK3	NCBIGene:3718	
KDM6A	NCBIGene:7403	
KDR	NCBIGene:3791	
KIT	NCBIGene:3815	
KRAS	NCBIGene:3845	
MAP2K1	NCBIGene:5604	
MET	NCBIGene:4233	
MPL	NCBIGene:4352	
NF1	NCBIGene:4763	
NOTCH1	NCBIGene:4851	
NPM1	NCBIGene:4869	
NRAS	NCBIGene:4893	
NTRK1	NCBIGene:4914	
NTRK2	NCBIGene:4915	
NTRK3	NCBIGene:4916	
PAX5	NCBIGene:5079	
PDGFRA	NCBIGene:5156	
PIK3CA	NCBIGene:5290	
PIK3R1	NCBIGene:5295	
PIK3R2	NCBIGene:5296	
PTEN	NCBIGene:5728	
PTPN11	NCBIGene:5781	
PTPRD	NCBIGene:5789	
RAC1	NCBIGene:5879	
RB1	NCBIGene:5925	
RET	NCBIGene:5979	
RUNX1	NCBIGene:861	
SDHA	NCBIGene:6389	
SDHAF1	NCBIGene:644096	
SDHAF2	NCBIGene:54949	
SDHB	NCBIGene:6390	
SDHC	NCBIGene:6391	
SDHD	NCBIGene:6392	
SF3B1	NCBIGene:23451	
SRSF2	NCBIGene:6427	
STAT3	NCBIGene:6774	
STK11	NCBIGene:6794	
SUZ12	NCBIGene:23512	
TET2	NCBIGene:54790	
TP53	NCBIGene:7157	
TSC1	NCBIGene:7248	
TSC2	NCBIGene:7249	
U2AF1	NCBIGene:7307	
VHL	NCBIGene:7428	
ERBB3	NCBIGene:2065	
MLH1	NCBIGene:4292	
MLH3	NCBIGene:27030	
MSH2	NCBIGene:4436	
MSH3	NCBIGene:4437	
MSH6	NCBIGene:2956	
POLE	NCBIGene:5426	
WT1	NCBIGene:7490	
ZRSR2	NCBIGene:8233	
TNFRSF14	NCBIGene:8764	
ID3	NCBIGene:3399	
NOTCH2	NCBIGene:4853	
FAM5C	NCBIGene:339479	BRINP3
MYD88	NCBIGene:4615	
BCL6	NCBIGene:604	
PRDM1	NCBIGene:639	
TNFAIP3	NCBIGene:7128	
CARD11	NCBIGene:84433	
RAD21	NCBIGene:5885	
MYC	NCBIGene:4609	
HNRNPK	NCBIGene:3190	
SMC3	NCBIGene:9126	
CCND1	NCBIGene:595	
BIRC3	NCBIGene:330	
MLL2	NCBIGene:8085	KMT2D
FOXO1	NCBIGene:2308	
SOCS1	NCBIGene:8651	
CD79B	NCBIGene:974	
GNA13	NCBIGene:10672	
SETBP1	NCBIGene:26040	
BCL2	NCBIGene:596	
TCF3	NCBIGene:6929	
CALR	NCBIGene:811	
MEF2B	NCBIGene:100271849	
EP300	NCBIGene:2033	
SMC1A	NCBIGene:8243	
STAG2	NCBIGene:10735	
PHF6	NCBIGene:84295	
TET1	NCBIGene:80312	
SH2B3	NCBIGene:10019	
CSF1R	NCBIGene:1436	
MLL3	NCBIGene:58508	KMT2C
BCL10	NCBIGene:8915	
MEF2BNB-MEF2B	NCBIGene:4207	
APC	NCBIGene:324	
AR	NCBIGene:367	
ARAF	NCBIGene:369	
ATR	NCBIGene:545	
AURKA	NCBIGene:6790	
BAP1	NCBIGene:8314	
BCR	NCBIGene:613	
BRCA1	NCBIGene:672	
BRCA2	NCBIGene:675	
BRD4	NCBIGene:23476	
BTK	NCBIGene:695	
CCND2	NCBIGene:894	
CCND3	NCBIGene:896	
CCNE1	NCBIGene:898	
CD274	NCBIGene:29126	
CDK6	NCBIGene:1021	
CDKN1A	NCBIGene:1026	
CDKN1B	NCBIGene:1027	
CDKN2B	NCBIGene:1030	
CDKN2C	NCBIGene:1031	
COL1A1	NCBIGene:1277	
CRKL	NCBIGene:1399	
CTNNB1	NCBIGene:1499	
EPHA2	NCBIGene:1969	
EPHA3	NCBIGene:2042	
ERBB4	NCBIGene:2066	
ERCC1	NCBIGene:2067	
ERCC2	NCBIGene:2068	
ESR1	NCBIGene:2099	
FGF3	NCBIGene:2248	
FGF4	NCBIGene:2249	
FGFR2	NCBIGene:2263	
FGFR4	NCBIGene:2264	
FLCN	NCBIGene:201163	
FRS2	NCBIGene:10818	
GATA3	NCBIGene:2625	
HGF	NCBIGene:3082	
IGF1R	NCBIGene:3480	
INPP4B	NCBIGene:8821	
LRP1B	NCBIGene:53353	
MAGI3	NCBIGene:260425	
MAP2K2	NCBIGene:5605	
MCL1	NCBIGene:4170	
MDM2	NCBIGene:4193	
MDM4	NCBIGene:4194	
MGMT	NCBIGene:4255	
MITF	NCBIGene:4286	
MLL	NCBIGene:4297	KMT2A
MSH1	NCBIGene:4292	MLH1
MTOR	NCBIGene:2475	
MYCN	NCBIGene:4613	
NF2	NCBIGene:4771	
PAK1	NCBIGene:5058	
PALB2	NCBIGene:79728	
PDPK1	NCBIGene:5170	
PIK3CB	NCBIGene:5291	
PLCG2	NCBIGene:5336	
PML	NCBIGene:5371	
PMS2	NCBIGene:5395	
PRKCH	NCBIGene:5583	
PTCH1	NCBIGene:5727	
RAD50	NCBIGene:10111	
RAF1	NCBIGene:5894	
ROS1	NCBIGene:6098	
SMO	NCBIGene:6608	
SYK	NCBIGene:6850	
TMPRSS2	NCBIGene:7113	
TOP2A	NCBIGene:7153	
VEGFA	NCBIGene:7422	
